occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,MCI,Division,Hood_ID,premisetype,occurenceday
2,2,6.0,153,2,6,0,8,9,1,23
2,2,6.0,153,2,12,1,9,134,4,23
2,2,7.0,258,4,8,0,14,24,4,11
2,2,7.0,258,4,18,0,6,128,1,11
2,2,7.0,258,4,15,1,14,106,4,11
2,2,14.0,130,4,6,3,13,48,4,5
2,2,14.0,130,4,11,0,1,11,1,5
3,5,18.0,195,3,17,3,6,14,0,0
2,2,15.0,220,5,8,0,5,6,2,1
2,2,17.0,7,3,11,2,13,38,3,6
2,2,17.0,7,3,13,3,5,64,1,6
2,2,17.0,7,3,15,1,8,41,1,6
2,2,23.0,22,6,6,1,8,19,0,17
2,2,23.0,22,6,21,2,3,30,0,17
2,2,23.0,22,6,13,1,11,10,4,17
2,2,25.0,3,0,12,3,9,57,0,13
2,0,6.0,15,5,19,0,6,89,2,23
2,2,17.0,7,3,20,0,14,24,2,6
2,10,7.0,213,3,11,0,14,24,0,11
2,10,7.0,213,3,12,0,13,36,3,11
2,10,7.0,213,3,2,0,13,21,0,11
2,10,14.0,60,3,17,2,1,67,3,5
2,10,14.0,60,3,17,0,2,60,3,5
2,10,14.0,60,3,5,0,12,61,1,5
2,10,14.0,60,3,3,0,9,27,1,5
3,8,30.0,103,1,15,0,8,41,2,19
3,4,4.0,178,6,11,0,5,6,2,30
3,4,15.0,132,2,13,0,2,86,3,1
3,4,20.0,115,0,20,0,8,41,4,29
3,4,20.0,115,0,3,0,7,57,0,29
3,4,20.0,115,0,9,2,1,67,3,29
3,11,21.0,192,1,19,1,14,25,0,21
3,5,4.0,114,3,3,1,10,12,0,30
3,4,31.0,67,5,10,2,0,12,3,20
3,4,31.0,67,5,5,1,14,106,4,20
3,2,14.0,231,5,6,0,5,12,3,5
3,2,14.0,231,5,20,1,13,36,1,5
2,0,8.0,48,3,11,2,7,111,3,8
3,7,24.0,68,0,6,0,8,118,1,14
3,8,13.0,189,6,6,1,0,53,0,25
3,4,29.0,313,2,6,1,15,96,0,16
3,3,7.0,289,0,14,1,12,83,4,11
2,0,23.0,55,0,9,0,2,40,4,17
2,0,8.0,48,3,19,1,11,94,4,8
3,8,15.0,72,0,19,0,2,2,1,1
3,3,8.0,148,1,4,0,5,6,0,8
2,0,25.0,14,2,0,0,2,86,1,13
3,4,31.0,67,5,23,2,5,64,2,20
2,0,16.0,12,0,2,0,6,7,0,2
3,8,29.0,301,0,15,1,4,45,4,16
2,0,26.0,23,4,6,0,2,69,1,3
3,4,31.0,67,5,5,0,4,82,2,20
2,0,25.0,14,2,22,1,1,105,4,13
3,8,29.0,301,0,8,0,14,88,2,16
3,4,31.0,67,5,9,2,12,135,3,20
3,1,14.0,183,4,21,0,7,20,4,5
2,0,26.0,23,4,11,0,8,9,4,3
2,0,16.0,12,0,3,1,12,104,4,2
2,0,23.0,55,0,6,0,0,12,1,17
3,4,3.0,279,5,2,2,12,121,1,27
2,0,23.0,55,0,10,1,13,29,1,17
2,0,25.0,14,2,11,0,3,30,4,13
2,0,26.0,23,4,6,0,12,84,2,3
2,0,26.0,23,4,8,0,7,54,1,3
2,0,26.0,23,4,19,0,2,2,0,3
1,11,3.0,288,0,11,0,6,89,1,27
3,7,28.0,34,5,9,0,1,59,4,18
3,1,31.0,305,3,14,1,11,15,1,20
3,1,31.0,305,3,17,0,0,26,1,20
2,3,11.0,104,4,12,0,3,115,1,9
2,6,12.0,317,2,6,0,9,49,1,28
2,5,12.0,184,3,17,0,13,29,1,28
2,1,11.0,353,3,20,1,16,74,1,9
2,1,11.0,353,3,19,1,10,47,2,9
3,6,4.0,159,2,23,0,2,2,1,30
3,2,13.0,276,4,8,0,2,2,2,25
3,6,4.0,159,2,13,3,8,27,4,30
3,7,28.0,34,5,5,0,5,6,2,18
3,6,29.0,335,3,20,1,7,57,1,16
3,1,20.0,151,2,20,0,16,130,1,29
3,11,1.0,222,2,19,3,14,25,4,7
3,5,13.0,184,1,14,0,11,117,1,25
3,9,20.0,119,4,8,0,14,24,0,29
3,6,4.0,159,2,3,1,13,48,2,30
3,11,20.0,340,0,9,2,9,101,3,29
2,0,26.0,23,4,1,0,14,25,1,3
2,0,26.0,23,4,1,0,9,57,3,3
3,11,5.0,240,3,1,1,6,91,1,24
3,11,15.0,331,2,0,1,11,58,4,1
3,11,15.0,331,2,17,0,2,13,1,1
3,11,15.0,331,2,2,1,4,79,1,1
3,11,22.0,250,2,11,0,13,28,1,26
3,9,1.0,126,6,16,1,9,57,0,7
3,9,1.0,126,6,2,0,12,61,4,7
3,9,1.0,126,6,4,0,0,15,1,7
3,9,1.0,126,6,8,0,15,46,3,7
3,9,1.0,126,6,1,0,2,86,1,7
3,9,14.0,106,5,1,0,10,47,0,5
3,9,15.0,226,6,8,2,16,74,3,1
3,9,17.0,255,0,17,0,10,47,0,6
3,9,17.0,255,0,16,0,8,27,1,6
3,9,17.0,255,0,0,1,13,38,0,6
3,9,17.0,255,0,14,0,5,6,0,6
3,9,22.0,92,6,0,1,11,18,0,26
3,9,22.0,92,6,1,2,14,125,3,26
3,9,25.0,344,1,13,2,13,38,2,13
3,9,25.0,344,1,2,0,1,67,4,13
3,7,6.0,93,4,21,0,10,52,1,23
3,7,6.0,93,4,23,0,1,67,1,23
3,10,27.0,302,3,14,0,4,82,1,15
3,3,1.0,180,1,17,0,2,40,1,7
2,2,24.0,233,3,8,0,2,2,2,14
2,2,24.0,233,3,12,0,11,133,0,14
3,1,27.0,262,2,20,0,10,47,0,15
3,8,1.0,66,0,13,1,6,7,0,7
3,8,2.0,77,1,22,1,6,128,1,22
3,8,2.0,77,1,13,3,10,47,4,22
0,8,22.0,354,5,5,0,12,104,1,26
3,7,17.0,95,0,18,1,7,137,4,6
3,3,5.0,324,6,17,0,15,96,1,24
3,10,11.0,298,5,2,1,2,86,4,9
3,5,28.0,259,2,4,0,5,0,2,18
3,1,4.0,286,0,3,0,15,108,1,30
3,5,29.0,24,4,11,0,13,21,2,16
2,8,13.0,296,5,18,3,0,31,4,25
2,8,13.0,296,5,12,0,12,135,1,25
3,6,21.0,193,6,17,1,0,77,1,21
3,10,3.0,310,4,9,2,0,64,3,27
3,1,4.0,286,0,14,0,0,31,3,30
2,2,10.0,297,3,8,2,13,21,2,4
2,0,4.0,122,2,2,1,0,96,0,30
3,1,12.0,353,1,22,0,8,9,0,28
3,8,5.0,101,5,2,1,9,63,1,24
3,8,12.0,284,5,12,3,0,12,0,28
2,2,30.0,8,6,13,0,15,46,0,19
3,3,25.0,347,5,18,0,0,77,1,13
3,0,1.0,8,0,5,2,0,53,3,7
3,0,1.0,8,0,11,0,8,27,2,7
3,8,29.0,301,0,8,2,8,9,0,16
3,8,29.0,301,0,1,0,9,49,1,16
2,0,26.0,23,4,22,1,13,48,4,3
3,8,29.0,301,0,9,0,12,61,1,16
3,2,5.0,127,2,6,2,16,50,1,24
3,1,14.0,183,4,0,1,1,11,0,5
3,11,5.0,240,3,20,0,13,38,1,24
3,8,29.0,301,0,4,0,1,105,4,16
3,2,5.0,127,2,12,0,13,69,4,24
3,1,14.0,183,4,4,0,5,6,3,5
3,11,5.0,240,3,15,0,10,47,0,24
3,8,29.0,301,0,12,0,8,41,2,16
3,1,5.0,219,1,23,0,10,22,3,24
3,1,14.0,183,4,8,2,5,6,0,5
3,11,5.0,240,3,1,0,6,128,1,24
3,8,30.0,103,1,14,0,8,27,3,19
3,1,5.0,219,1,12,1,2,60,2,24
3,11,15.0,331,2,10,0,0,53,3,1
3,4,4.0,178,6,13,0,0,68,3,30
3,1,5.0,219,1,2,1,9,58,4,24
3,1,14.0,183,4,2,1,9,54,4,5
3,1,14.0,183,4,4,0,7,20,1,5
3,1,15.0,1,5,21,0,16,74,1,1
3,1,15.0,1,5,3,0,13,38,1,1
3,1,15.0,1,5,23,1,12,135,4,1
3,1,5.0,219,1,17,0,13,123,2,24
3,1,5.0,219,1,12,0,8,27,1,24
3,1,5.0,219,1,18,3,16,74,4,24
3,1,14.0,183,4,4,0,4,66,2,5
3,1,15.0,1,5,17,0,9,102,3,1
3,1,15.0,1,5,20,0,11,0,3,1
3,1,21.0,45,4,15,0,5,6,0,21
3,1,21.0,45,4,8,0,2,86,0,21
3,1,21.0,45,4,5,0,0,31,0,21
3,1,29.0,112,5,19,0,10,22,0,16
3,1,29.0,112,5,4,0,9,93,1,16
3,1,30.0,100,6,13,0,1,35,4,19
3,1,29.0,112,5,13,1,8,41,4,16
3,1,29.0,112,5,18,3,8,118,0,16
3,8,4.0,299,4,7,1,1,1,0,30
3,8,4.0,299,4,12,0,15,119,0,30
3,8,6.0,87,6,6,1,7,137,0,23
3,8,6.0,87,6,8,3,11,15,0,23
3,8,7.0,70,3,11,0,2,69,2,11
3,8,13.0,189,6,17,0,5,6,1,25
3,8,13.0,189,6,19,0,16,37,4,25
3,8,13.0,189,6,1,0,3,79,2,25
3,8,29.0,301,0,21,1,13,28,0,16
3,8,30.0,103,1,17,2,3,44,3,19
3,8,30.0,103,1,2,0,14,25,3,19
3,4,15.0,132,2,0,0,10,30,3,1
3,1,21.0,45,4,3,0,10,22,3,21
3,1,30.0,100,6,17,1,11,58,4,19
3,11,13.0,312,0,4,0,3,115,0,25
3,8,4.0,299,4,2,0,10,47,3,30
3,8,6.0,87,6,18,0,5,12,1,23
3,8,7.0,70,3,23,0,8,27,3,11
3,8,7.0,70,3,1,0,5,6,1,11
3,8,13.0,189,6,8,0,9,57,3,25
3,8,15.0,72,0,6,2,10,22,3,1
3,8,15.0,72,0,3,0,15,108,3,1
3,1,29.0,112,5,13,3,4,82,1,16
3,8,30.0,103,1,0,3,3,30,3,19
3,8,30.0,103,1,4,0,2,3,3,19
3,4,4.0,178,6,11,0,15,51,1,30
3,4,4.0,178,6,4,0,5,6,0,30
3,4,4.0,178,6,14,0,3,4,0,30
3,4,20.0,115,0,11,0,16,50,3,29
3,4,20.0,115,0,14,0,13,38,0,29
3,4,23.0,30,4,13,0,3,76,4,17
3,6,28.0,309,6,20,0,4,79,2,18
3,4,29.0,313,2,16,0,3,30,3,16
3,4,29.0,313,2,19,0,5,6,1,16
3,4,29.0,313,2,8,0,7,20,4,16
3,4,31.0,67,5,11,0,3,115,3,20
3,4,31.0,67,5,1,2,8,27,3,20
3,2,5.0,127,2,7,2,6,128,0,24
3,4,15.0,132,2,14,0,7,57,1,1
3,4,20.0,115,0,10,2,13,99,3,29
3,4,20.0,115,0,14,0,5,12,3,29
3,4,23.0,30,4,8,0,6,14,4,17
3,4,20.0,115,0,4,3,9,27,0,29
3,4,23.0,30,4,19,0,9,93,3,17
3,4,29.0,313,2,8,0,8,41,0,16
3,4,29.0,313,2,22,0,0,77,1,16
3,4,31.0,67,5,13,0,13,28,1,20
3,4,31.0,67,5,3,1,1,1,4,20
3,6,20.0,215,5,14,0,11,94,2,29
3,2,14.0,231,5,16,0,15,114,2,5
3,2,14.0,231,5,5,0,5,12,0,5
3,2,14.0,231,5,13,1,13,99,0,5
3,2,14.0,231,5,13,0,5,6,3,5
3,2,21.0,108,5,13,1,2,69,4,21
3,2,21.0,108,5,1,0,2,40,1,21
3,2,21.0,108,5,19,0,15,114,2,21
3,2,22.0,209,6,17,0,11,122,1,26
3,2,22.0,209,6,10,1,12,61,0,26
3,2,29.0,140,6,3,2,16,50,0,16
3,2,29.0,140,6,4,0,8,9,4,16
3,2,29.0,140,6,14,0,3,115,4,16
3,2,29.0,140,6,4,2,8,27,2,16
3,11,15.0,331,2,23,2,13,29,1,1
3,4,15.0,132,2,0,0,13,36,1,1
3,11,15.0,331,2,19,0,6,91,2,1
3,4,15.0,132,2,12,2,2,69,2,1
3,11,15.0,331,2,9,0,6,73,4,1
3,1,5.0,219,1,1,3,13,38,0,24
3,4,15.0,132,2,13,0,10,47,0,1
3,4,20.0,115,0,20,1,6,128,4,29
3,4,23.0,30,4,21,1,10,47,0,17
3,4,23.0,30,4,18,0,2,69,3,17
3,4,23.0,30,4,18,0,13,29,2,17
3,4,29.0,313,2,15,0,5,6,2,16
3,4,31.0,67,5,17,0,9,27,0,20
3,4,31.0,67,5,3,0,14,25,0,20
3,2,5.0,127,2,17,1,0,85,4,24
3,2,14.0,231,5,13,1,1,67,4,5
2,11,14.0,147,3,8,0,13,29,3,5
2,6,7.0,59,5,13,0,0,15,1,11
2,10,25.0,61,4,19,1,5,0,2,13
2,10,31.0,203,2,12,0,13,13,1,20
2,1,31.0,66,6,15,1,12,121,1,20
2,6,7.0,59,5,1,0,13,38,4,11
2,9,22.0,92,4,5,1,6,7,1,26
2,7,15.0,40,5,17,0,13,38,2,1
2,7,7.0,94,4,5,0,12,104,1,11
3,10,5.0,336,6,20,3,3,79,1,24
3,10,13.0,346,3,4,1,1,11,4,25
2,0,22.0,237,3,1,1,6,14,0,26
3,11,1.0,222,2,4,0,0,77,3,7
3,1,13.0,207,2,19,0,8,27,1,25
3,1,23.0,69,6,9,0,5,6,0,17
3,11,3.0,288,5,17,3,6,128,0,27
3,11,1.0,222,2,19,3,8,9,0,7
3,9,13.0,91,4,11,1,6,7,4,25
3,7,5.0,204,2,17,0,13,21,1,24
3,7,22.0,211,6,22,3,12,84,0,26
3,4,5.0,235,3,22,0,13,48,3,24
3,4,13.0,221,0,22,0,7,8,2,25
3,3,4.0,285,5,5,0,6,7,2,30
3,3,14.0,33,0,6,0,10,12,1,5
3,7,22.0,211,6,13,0,6,7,1,26
3,3,21.0,338,0,18,1,6,7,4,21
3,5,22.0,163,4,18,1,9,27,0,26
3,5,22.0,163,4,12,1,13,38,0,26
3,9,2.0,323,3,8,0,16,72,3,22
3,9,27.0,179,4,15,1,12,121,1,15
2,6,7.0,59,5,22,0,8,9,2,11
2,10,25.0,61,4,5,0,6,73,1,13
2,10,25.0,61,4,6,1,7,62,0,13
2,10,24.0,56,2,14,1,7,111,0,14
2,10,22.0,247,0,13,1,9,57,1,26
2,10,13.0,174,6,17,3,8,27,4,25
2,4,7.0,292,0,14,0,13,21,2,11
2,4,24.0,20,4,3,0,1,16,2,14
3,11,14.0,147,1,1,0,9,95,2,5
2,11,14.0,147,3,2,0,13,38,0,5
2,8,8.0,124,3,11,0,1,16,2,8
3,3,15.0,35,1,6,1,2,13,4,1
3,3,15.0,35,1,6,0,10,6,3,1
3,3,15.0,35,1,20,0,3,115,3,1
3,3,16.0,263,2,17,0,2,92,0,2
3,3,16.0,263,2,13,0,6,7,0,2
3,3,16.0,263,2,9,1,8,27,0,2
3,3,26.0,343,6,0,0,6,89,1,3
3,3,26.0,343,6,11,0,0,26,2,3
3,3,26.0,343,6,3,0,10,47,2,3
3,3,26.0,343,6,16,1,1,105,4,3
3,3,26.0,343,6,22,0,4,45,2,3
3,3,26.0,343,6,14,1,1,105,4,3
3,3,26.0,343,6,14,2,8,41,3,3
3,3,26.0,343,6,12,0,15,96,3,3
2,2,14.0,130,4,14,0,8,41,0,5
2,2,15.0,220,5,15,0,13,99,2,1
2,2,15.0,220,5,0,1,8,118,2,1
2,2,25.0,3,0,12,0,10,52,3,13
2,2,25.0,3,0,1,0,10,22,2,13
3,11,22.0,250,2,5,0,3,30,2,26
3,10,31.0,135,4,13,1,2,86,4,20
3,9,14.0,106,5,17,0,9,95,1,5
3,9,14.0,106,5,17,0,7,57,4,5
3,1,6.0,97,2,0,0,13,99,1,23
3,9,14.0,106,5,5,0,3,103,2,5
3,1,14.0,183,4,2,0,15,51,0,5
3,9,14.0,106,5,3,0,6,89,4,5
3,9,14.0,106,5,22,0,4,5,1,5
3,9,14.0,106,5,14,0,13,38,0,5
3,9,14.0,106,5,2,1,6,7,1,5
3,9,14.0,106,5,14,1,1,67,0,5
3,9,17.0,255,0,19,0,10,47,2,6
3,9,22.0,92,6,5,0,13,4,1,26
3,9,22.0,92,6,9,0,10,47,2,26
3,9,25.0,344,1,7,0,0,64,1,13
3,9,25.0,344,1,0,0,0,77,3,13
3,7,24.0,68,0,1,0,13,69,4,14
3,7,24.0,68,0,19,3,11,15,0,14
3,7,26.0,316,2,9,2,6,7,0,3
3,2,10.0,28,0,7,1,14,32,1,4
3,3,6.0,303,3,14,0,15,108,0,23
3,3,7.0,289,0,5,1,8,41,4,11
3,3,8.0,148,1,0,0,0,26,3,8
3,3,7.0,289,0,4,1,7,137,4,11
3,3,8.0,148,1,9,0,8,9,3,8
3,3,16.0,263,2,9,2,10,47,3,2
3,3,26.0,343,6,7,2,10,23,1,3
3,10,12.0,333,6,2,0,5,6,0,28
3,10,12.0,333,6,19,0,1,11,3,28
3,10,14.0,174,0,11,0,15,46,3,5
3,10,20.0,223,3,2,0,11,133,2,29
3,10,20.0,223,3,2,2,2,2,0,29
3,10,20.0,223,3,19,0,11,90,3,29
3,10,20.0,223,3,19,0,3,30,3,29
3,10,21.0,341,0,13,0,15,108,4,21
3,10,22.0,314,1,21,0,11,124,1,26
3,10,22.0,314,1,18,0,8,41,1,26
3,10,20.0,223,3,11,0,2,60,2,29
3,10,28.0,216,0,17,2,10,43,3,18
3,10,28.0,216,0,1,0,2,2,2,18
3,10,29.0,318,1,6,0,0,53,0,16
3,10,29.0,318,1,16,0,3,30,3,16
3,10,28.0,216,0,22,3,16,65,3,18
3,10,30.0,157,2,21,0,1,11,4,19
3,10,30.0,157,2,15,0,9,134,4,19
3,10,29.0,318,1,18,0,10,30,0,16
3,10,30.0,157,2,4,0,10,6,3,19
3,10,2.0,358,2,21,1,5,6,0,22
3,8,3.0,363,2,1,0,0,26,3,27
3,7,23.0,202,3,4,1,11,18,0,17
3,7,23.0,202,3,18,0,1,35,4,17
3,4,19.0,142,3,8,0,8,41,2,10
3,3,1.0,180,1,13,0,13,38,2,7
3,3,24.0,357,4,13,0,12,56,2,14
3,5,15.0,200,4,8,1,11,55,4,1
3,3,25.0,347,5,5,0,16,65,4,13
3,5,17.0,212,6,13,0,4,82,0,6
3,5,17.0,212,6,19,1,0,68,2,6
3,5,1.0,109,4,20,1,10,52,0,7
3,5,1.0,109,4,5,0,6,7,0,7
3,5,7.0,349,2,22,0,5,64,0,11
3,5,7.0,349,2,12,3,5,6,0,11
3,5,7.0,349,2,9,0,0,53,0,11
3,5,9.0,206,5,2,0,2,86,2,12
3,5,9.0,206,5,12,0,2,40,1,12
3,5,9.0,206,5,14,0,2,86,4,12
3,5,9.0,206,5,22,0,11,6,3,12
2,4,14.0,132,0,8,1,1,11,4,5
3,9,15.0,226,6,14,2,11,129,0,1
3,9,17.0,255,0,6,0,13,48,1,6
3,9,17.0,255,0,19,0,5,12,3,6
3,9,22.0,92,6,0,1,11,18,0,26
3,9,22.0,92,6,4,0,12,135,2,26
3,9,22.0,92,6,4,2,8,33,3,26
3,9,25.0,344,1,14,0,0,12,1,13
3,9,25.0,344,1,18,0,14,25,1,13
3,9,25.0,344,1,9,2,8,27,2,13
3,7,6.0,93,4,12,0,12,56,1,23
3,9,1.0,126,6,1,0,12,84,1,7
3,7,14.0,125,5,13,0,14,25,3,5
3,7,14.0,125,5,8,1,8,9,4,5
3,7,15.0,205,6,16,3,6,7,0,1
3,7,15.0,205,6,19,0,6,89,3,1
3,7,15.0,205,6,9,2,0,64,3,1
3,7,16.0,40,3,13,0,9,9,2,2
3,7,24.0,68,0,5,0,6,128,4,14
3,1,15.0,1,5,17,0,7,111,1,1
2,0,21.0,241,6,18,0,0,64,3,21
2,0,21.0,241,6,22,0,4,79,2,21
3,1,15.0,1,5,17,0,14,24,1,1
3,1,15.0,1,5,6,0,0,68,4,1
3,1,14.0,183,4,7,0,10,47,0,5
3,1,15.0,1,5,20,0,9,102,3,1
3,1,21.0,45,4,8,0,10,22,3,21
3,1,21.0,45,4,19,0,15,31,4,21
3,1,29.0,112,5,6,0,10,23,1,16
3,1,29.0,112,5,9,0,4,82,1,16
3,1,29.0,112,5,20,1,9,93,4,16
3,1,30.0,100,6,21,1,14,110,2,19
3,1,30.0,100,6,19,0,1,11,3,19
3,1,30.0,100,6,11,1,6,7,0,19
3,8,6.0,87,6,19,0,15,108,1,23
3,5,30.0,294,5,12,0,14,24,2,19
3,6,3.0,99,1,6,0,7,120,4,27
3,3,27.0,361,3,11,0,11,55,1,15
3,6,3.0,99,1,2,0,15,108,1,27
3,6,5.0,342,4,2,2,9,102,3,24
3,7,24.0,68,0,8,0,2,2,3,14
3,7,24.0,68,0,5,1,0,31,4,14
3,7,24.0,68,0,14,0,6,7,1,14
3,7,16.0,40,3,15,0,0,77,1,2
3,7,26.0,316,2,0,2,5,12,3,3
3,6,1.0,158,3,13,0,1,11,4,7
3,7,26.0,316,2,2,0,16,37,0,3
3,7,26.0,316,2,15,0,16,50,3,3
3,7,26.0,316,2,9,1,6,7,4,3
3,3,6.0,303,3,16,0,9,101,3,23
3,3,6.0,303,3,11,0,14,25,0,23
3,3,6.0,303,3,20,0,16,72,3,23
3,3,6.0,303,3,5,0,13,28,0,23
3,3,6.0,303,3,2,0,4,82,1,23
3,3,6.0,303,3,20,1,14,25,1,23
3,3,6.0,303,3,9,0,10,22,2,23
3,3,7.0,289,0,2,0,12,17,2,11
3,3,7.0,289,0,4,0,13,28,3,11
3,6,3.0,99,1,22,3,6,7,0,27
3,6,5.0,342,4,19,0,1,67,0,24
3,6,5.0,342,4,22,1,9,63,4,24
3,6,5.0,342,4,18,0,13,38,2,24
3,6,13.0,317,5,18,0,3,76,3,25
3,3,9.0,44,2,3,0,9,93,1,12
3,7,25.0,41,1,0,0,5,64,3,13
3,2,12.0,128,2,19,1,15,39,0,28
3,5,8.0,199,4,0,2,2,92,0,8
3,1,31.0,305,3,18,2,10,47,3,20
3,7,25.0,41,1,5,0,6,7,2,13
3,2,15.0,130,6,19,0,14,34,4,1
3,7,25.0,41,1,8,2,2,2,1,13
3,8,23.0,102,1,22,0,0,77,1,17
3,5,26.0,37,0,11,0,1,11,4,3
2,9,16.0,107,5,13,1,3,79,4,2
3,7,31.0,43,0,3,2,15,51,2,20
3,8,23.0,102,1,15,0,2,86,4,17
2,4,3.0,178,4,19,0,0,68,1,27
3,7,31.0,43,0,19,0,0,0,0,20
3,4,6.0,176,0,17,0,1,35,1,23
3,6,2.0,352,0,16,0,15,31,0,22
3,0,8.0,9,0,8,0,14,34,2,8
3,10,19.0,117,6,4,0,2,86,4,10
3,4,7.0,133,1,0,1,5,12,1,11
3,6,2.0,352,0,9,0,11,94,2,22
3,5,8.0,199,4,1,0,1,59,1,8
3,4,18.0,26,6,9,0,7,62,0,0
3,10,24.0,261,4,5,0,10,23,1,14
3,10,24.0,261,4,12,0,9,134,3,14
3,10,24.0,261,4,4,0,12,104,2,14
3,10,24.0,261,4,17,1,0,15,0,14
3,10,24.0,261,4,18,2,11,15,2,14
3,10,25.0,56,5,3,2,14,32,4,13
3,10,26.0,61,6,0,2,10,12,3,3
3,8,25.0,86,4,17,1,0,53,1,13
3,4,11.0,121,6,14,1,5,6,1,9
3,10,26.0,61,6,15,0,5,6,2,3
3,10,26.0,61,6,22,0,10,43,1,3
3,10,24.0,261,4,22,3,13,28,2,14
3,1,7.0,32,4,16,0,4,75,3,11
3,1,7.0,32,4,16,0,2,86,1,11
3,1,7.0,32,4,13,0,6,14,4,11
3,1,7.0,32,4,4,0,16,130,4,11
3,1,7.0,32,4,1,2,7,120,3,11
3,1,11.0,111,0,13,0,2,86,1,9
3,1,11.0,111,0,22,1,2,40,4,9
3,6,15.0,49,3,15,2,11,15,3,1
3,1,11.0,111,0,16,0,8,33,0,9
3,8,19.0,280,5,8,2,1,104,3,10
3,5,8.0,199,4,15,0,4,75,3,8
3,5,8.0,199,4,14,0,8,27,1,8
3,5,26.0,37,0,0,0,6,7,3,3
3,5,26.0,37,0,5,1,13,29,1,3
3,6,2.0,352,0,16,0,8,27,1,22
3,6,2.0,352,0,13,2,10,47,0,22
3,6,7.0,169,6,23,1,10,43,4,11
3,6,7.0,169,6,22,0,14,34,3,11
3,6,15.0,49,3,5,1,9,95,1,1
3,6,16.0,38,0,17,2,1,11,3,2
3,6,16.0,38,0,13,0,8,41,3,2
3,6,17.0,244,1,14,0,12,135,1,6
3,6,16.0,38,0,14,0,1,105,0,2
3,6,18.0,308,2,14,0,0,15,1,0
3,10,7.0,243,0,3,2,9,57,4,11
3,10,7.0,243,0,8,0,1,67,0,11
3,10,15.0,60,1,22,0,10,47,1,1
3,10,15.0,60,1,18,0,5,12,3,1
3,6,18.0,308,2,21,2,5,6,3,0
3,6,18.0,308,2,21,1,10,47,0,0
3,10,7.0,243,0,18,0,9,63,4,11
3,10,7.0,243,0,12,1,5,12,1,11
3,10,15.0,60,1,17,1,14,25,0,1
3,10,15.0,60,1,7,0,2,2,1,1
3,10,15.0,60,1,7,0,8,27,1,1
3,10,15.0,60,1,8,2,1,16,3,1
3,10,17.0,256,4,11,0,5,6,2,6
3,10,17.0,256,4,14,0,12,121,3,6
3,10,17.0,256,4,9,0,10,22,3,6
3,10,17.0,256,4,1,0,5,64,3,6
3,10,17.0,256,4,2,0,5,12,0,6
3,10,19.0,117,6,13,0,0,31,3,10
3,10,24.0,261,4,19,0,9,102,2,14
3,10,24.0,261,4,9,0,13,99,1,14
3,10,25.0,56,5,16,1,6,116,0,13
3,10,25.0,56,5,5,0,8,41,1,13
3,10,25.0,56,5,8,3,10,43,3,13
3,10,25.0,56,5,9,0,1,1,3,13
3,10,26.0,61,6,11,1,2,2,0,3
3,10,26.0,61,6,8,2,8,27,3,3
3,10,17.0,256,4,8,0,1,11,1,6
3,1,7.0,32,4,22,0,9,101,1,11
3,1,7.0,32,4,1,0,8,27,1,11
3,1,11.0,111,0,15,0,5,64,3,9
3,1,11.0,111,0,22,0,8,118,1,9
3,1,11.0,111,0,16,1,1,67,0,9
3,1,16.0,2,6,4,1,9,63,4,2
3,8,10.0,71,2,20,3,4,121,0,4
3,8,10.0,71,2,2,0,2,13,2,4
3,8,19.0,280,5,0,0,10,12,1,10
3,8,19.0,280,5,2,0,10,6,3,10
3,8,19.0,280,5,4,0,16,37,4,10
3,8,19.0,280,5,9,2,10,22,3,10
3,1,11.0,111,0,11,0,14,24,2,9
3,8,24.0,85,2,14,0,13,36,2,14
3,8,24.0,85,2,14,2,10,22,3,14
3,8,25.0,86,4,6,0,3,79,1,13
3,2,28.0,257,5,19,3,8,33,0,18
3,8,19.0,280,5,17,0,4,45,2,10
3,4,10.0,79,5,6,0,0,26,4,4
3,4,10.0,79,5,3,0,5,6,0,4
3,1,31.0,305,3,14,0,16,50,1,20
3,0,8.0,9,0,19,2,9,9,2,8
3,0,23.0,237,1,21,0,16,50,2,17
