occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,MCI,Division,Hood_ID,premisetype,occurenceday
5,9,16.0,107,0,20,1,4,79,4,2
5,9,16.0,107,0,19,0,2,2,4,2
5,9,21.0,362,6,17,0,2,92,1,21
5,9,16.0,107,0,4,1,10,22,0,2
5,9,16.0,107,0,20,0,2,86,4,2
3,0,1.0,8,0,17,0,5,12,1,7
5,7,2.0,160,0,12,1,11,133,0,22
2,0,9.0,129,0,21,0,3,79,4,12
5,11,10.0,360,6,0,1,10,22,1,4
3,0,12.0,113,5,18,0,5,12,1,28
3,4,1.0,144,2,17,3,4,75,0,7
5,11,22.0,250,4,4,1,5,6,0,26
5,9,14.0,106,6,14,0,6,89,1,5
5,9,14.0,106,6,17,1,5,12,1,5
5,7,4.0,186,2,22,0,11,6,2,30
5,9,3.0,217,1,2,1,9,58,4,27
5,9,21.0,362,6,4,2,2,2,0,21
5,9,21.0,362,6,12,1,9,10,4,21
5,9,21.0,362,6,20,1,2,71,1,21
5,9,21.0,362,6,1,2,3,70,3,21
5,7,5.0,204,4,2,0,5,6,2,24
5,7,5.0,204,4,8,0,1,1,3,24
5,7,5.0,204,4,4,0,11,90,1,24
5,7,5.0,204,4,15,0,9,54,2,24
5,7,6.0,93,5,14,0,8,118,1,23
5,7,6.0,93,5,20,1,15,114,4,23
5,7,14.0,125,6,23,0,15,114,2,5
5,7,14.0,125,6,12,0,10,47,2,5
5,7,16.0,40,0,17,0,13,38,4,2
5,7,16.0,40,0,0,1,7,111,0,2
5,9,21.0,362,6,14,0,1,11,4,21
5,9,21.0,362,6,8,0,0,77,1,21
5,9,21.0,362,6,13,1,13,36,4,21
5,7,5.0,204,4,6,2,8,41,3,24
5,7,4.0,186,2,23,1,8,33,4,30
5,7,13.0,238,5,15,1,1,67,0,25
5,11,28.0,123,2,11,0,2,69,2,18
5,7,5.0,204,4,19,1,9,10,4,24
5,7,5.0,204,4,10,0,3,115,2,24
5,7,6.0,93,5,12,0,6,89,0,23
5,7,6.0,93,5,22,0,5,12,2,23
5,7,14.0,125,6,4,0,10,43,3,5
5,7,14.0,125,6,19,1,11,133,4,5
5,7,16.0,40,0,6,0,3,79,0,2
5,7,16.0,40,0,6,0,14,34,1,2
5,7,16.0,40,0,22,0,15,108,0,2
5,7,16.0,40,0,12,0,5,64,0,2
5,7,16.0,40,0,11,1,4,75,4,2
5,7,16.0,40,0,17,1,0,31,4,2
5,7,16.0,40,0,12,2,13,123,3,2
5,7,21.0,81,6,19,0,11,133,3,21
5,7,21.0,81,6,2,0,14,25,2,21
5,7,22.0,211,3,15,0,8,41,2,26
5,7,21.0,81,6,18,1,15,114,4,21
5,7,22.0,211,3,14,0,4,136,4,26
5,7,22.0,211,3,9,0,7,78,4,26
5,7,23.0,202,0,3,3,11,18,0,17
5,7,22.0,211,3,22,1,12,61,4,26
5,7,13.0,238,5,19,0,9,57,0,25
5,9,20.0,119,5,15,1,11,58,4,29
5,7,2.0,160,0,12,1,3,70,1,22
5,9,19.0,234,4,10,1,16,113,1,10
5,7,21.0,81,6,12,0,0,68,2,21
5,7,22.0,211,3,20,1,7,137,1,26
5,7,22.0,211,3,12,1,3,70,2,26
5,7,23.0,202,0,20,0,5,6,2,17
5,7,23.0,202,0,15,0,1,11,2,17
5,7,23.0,202,0,8,0,14,32,3,17
5,7,23.0,202,0,23,1,4,45,4,17
5,7,31.0,43,1,2,0,1,105,4,20
5,7,31.0,43,1,18,0,10,47,0,20
5,3,6.0,303,0,4,0,13,29,2,23
5,3,6.0,303,0,1,0,7,78,3,23
5,3,8.0,148,2,22,0,12,84,0,8
5,3,23.0,57,4,15,1,6,128,1,17
5,9,16.0,107,0,7,0,6,91,1,2
5,5,22.0,163,5,17,0,9,83,2,26
5,5,23.0,168,6,8,0,2,2,0,17
5,11,30.0,170,5,8,0,9,93,1,19
5,5,7.0,349,4,17,3,4,66,0,11
5,11,23.0,232,5,1,2,13,29,2,17
5,5,13.0,184,2,3,0,13,38,3,25
5,9,15.0,226,3,1,1,13,99,4,1
5,5,7.0,349,4,21,0,10,22,3,11
5,5,23.0,168,6,14,0,13,29,1,17
5,11,30.0,170,5,2,0,14,24,2,19
5,3,8.0,148,2,14,0,11,0,3,8
5,11,30.0,170,5,10,0,0,64,0,19
5,9,15.0,226,3,9,3,5,12,2,1
5,7,23.0,202,0,18,2,0,85,3,17
5,5,23.0,168,6,18,0,5,12,3,17
5,9,7.0,271,6,17,1,7,8,1,11
5,3,8.0,148,2,8,0,9,101,4,8
5,11,30.0,170,5,8,0,8,9,0,19
5,5,13.0,184,2,19,0,2,86,3,25
5,9,16.0,107,0,10,1,9,63,0,2
5,7,31.0,43,1,17,0,3,79,0,20
5,5,23.0,168,6,14,1,6,128,2,17
5,11,30.0,170,5,5,1,11,15,1,19
5,3,16.0,263,4,0,0,10,47,0,2
5,3,16.0,263,4,23,1,9,87,4,2
5,11,8.0,283,4,15,3,11,15,1,8
5,11,19.0,321,0,19,0,5,6,2,10
5,11,19.0,321,0,14,0,9,102,2,10
5,9,10.0,156,1,4,1,12,83,4,4
5,7,30.0,42,0,1,0,1,11,1,19
5,7,29.0,268,3,5,0,8,27,1,16
5,3,5.0,324,3,1,1,8,19,0,24
5,5,6.0,277,2,12,2,5,12,3,23
5,3,16.0,263,4,9,2,1,105,3,2
5,3,16.0,263,4,4,0,2,123,1,2
5,3,21.0,338,1,6,0,8,27,4,21
5,3,21.0,338,1,16,0,5,6,1,21
5,3,21.0,338,1,22,0,12,84,3,21
5,3,24.0,357,5,16,1,15,39,0,14
5,3,24.0,357,5,13,0,1,59,1,14
5,3,24.0,357,5,8,2,3,30,0,14
5,7,6.0,93,5,11,1,0,15,4,23
5,5,7.0,349,4,0,1,0,15,0,11
5,5,7.0,349,4,13,1,1,16,4,11
5,6,25.0,39,4,2,0,12,80,0,13
5,6,25.0,39,4,12,0,10,22,4,13
5,6,25.0,39,4,4,0,14,125,2,13
5,6,30.0,145,1,3,0,3,30,4,19
5,11,23.0,232,5,4,1,2,3,0,17
5,11,15.0,331,4,4,0,5,47,2,1
5,10,6.0,242,0,6,0,5,64,1,23
5,5,5.0,96,1,14,1,6,7,0,24
5,6,11.0,355,4,17,0,6,89,4,9
5,9,1.0,126,3,5,1,0,12,1,7
5,9,26.0,267,4,12,1,13,48,0,3
3,5,1.0,109,4,17,0,4,4,1,7
5,7,19.0,330,4,13,0,13,29,2,10
5,10,6.0,242,0,11,0,6,128,1,23
5,6,23.0,84,1,22,0,7,62,1,17
5,10,6.0,242,0,5,1,8,19,1,23
5,10,17.0,256,5,21,2,5,0,1,6
5,10,17.0,256,5,3,1,9,63,4,6
5,10,17.0,256,5,4,0,12,61,1,6
5,10,17.0,256,5,18,1,0,12,1,6
5,10,23.0,247,4,5,1,1,35,4,17
5,10,23.0,247,4,4,0,14,110,4,17
5,10,23.0,247,4,1,0,13,123,2,17
5,10,23.0,247,4,17,0,9,95,1,17
5,10,25.0,56,6,23,0,0,68,3,13
5,10,25.0,56,6,19,0,7,120,2,13
5,10,31.0,135,5,11,0,14,34,1,20
5,5,7.0,349,4,15,1,13,28,4,11
5,5,7.0,349,4,2,2,5,6,0,11
5,5,7.0,349,4,8,0,13,38,2,11
5,5,7.0,349,4,14,0,5,6,0,11
5,6,7.0,169,3,10,1,10,12,1,11
5,11,4.0,275,3,16,2,9,101,3,30
5,3,15.0,35,2,1,0,0,77,1,1
5,3,23.0,57,4,19,0,1,11,2,17
5,5,6.0,277,2,18,1,13,99,2,23
3,0,31.0,290,2,22,2,2,2,0,20
5,11,22.0,250,4,12,0,4,136,1,26
5,11,5.0,240,0,14,1,15,114,1,24
5,11,5.0,240,0,16,0,10,47,0,24
5,11,5.0,240,0,19,0,8,9,3,24
5,11,5.0,240,0,1,2,0,77,1,24
5,11,12.0,118,0,17,1,2,35,0,28
5,11,12.0,118,0,23,0,0,64,2,28
5,5,23.0,168,6,17,0,10,43,3,17
5,5,23.0,168,6,13,2,15,114,2,17
5,5,13.0,184,2,9,0,9,27,2,25
5,5,7.0,349,4,13,0,12,80,2,11
5,5,23.0,168,6,15,3,12,80,0,17
5,7,14.0,125,6,13,3,1,59,4,5
5,6,5.0,342,5,3,0,10,22,2,24
5,6,5.0,342,5,18,1,10,47,4,24
5,6,8.0,59,0,3,2,7,20,0,8
5,6,8.0,59,0,8,0,2,92,0,8
5,11,30.0,170,5,12,2,7,57,2,19
5,5,24.0,58,3,10,0,7,20,0,14
5,9,7.0,271,6,13,0,16,50,2,11
5,5,13.0,184,2,1,2,5,64,0,25
5,9,13.0,91,5,11,0,10,47,3,25
5,5,5.0,96,1,4,1,6,7,0,24
5,11,30.0,170,5,12,2,1,81,2,19
5,7,31.0,43,1,0,0,0,31,3,20
5,9,7.0,271,6,12,2,14,106,0,11
5,9,13.0,91,5,6,2,2,40,3,25
5,9,13.0,91,5,15,0,6,89,2,25
5,9,13.0,91,5,18,0,5,12,3,25
5,9,15.0,226,3,6,0,8,41,1,1
5,9,15.0,226,3,6,2,5,12,1,1
5,9,15.0,226,3,0,1,8,41,1,1
5,9,15.0,226,3,6,3,6,7,3,1
5,9,15.0,226,3,8,0,9,87,2,1
5,9,15.0,226,3,19,0,14,34,4,1
5,9,15.0,226,3,18,0,0,26,3,1
5,9,16.0,107,0,16,0,5,6,0,2
5,9,15.0,226,3,14,2,13,28,1,1
5,9,16.0,107,0,0,2,5,12,3,2
5,11,13.0,312,1,15,0,14,24,2,25
5,11,15.0,331,4,4,0,16,72,1,1
5,11,15.0,331,4,1,2,16,130,3,1
5,11,20.0,340,1,6,0,11,15,3,29
5,11,20.0,340,1,13,0,4,45,3,29
5,11,14.0,147,2,4,1,4,45,0,5
5,11,5.0,240,0,12,1,9,93,4,24
5,11,5.0,240,0,17,0,7,20,1,24
5,9,6.0,51,5,17,0,15,39,3,23
5,9,6.0,51,5,5,1,0,0,4,23
5,9,6.0,51,5,13,0,6,73,2,23
0,0,9.0,48,6,17,3,14,32,0,12
3,10,28.0,216,0,17,1,3,103,2,18
5,11,12.0,118,0,9,1,2,92,0,28
5,9,14.0,106,6,1,0,10,23,1,5
5,9,6.0,51,5,14,1,8,27,1,23
5,11,20.0,340,1,9,1,11,18,0,29
5,11,23.0,232,5,22,0,16,50,1,17
5,11,23.0,232,5,2,0,9,57,3,17
5,11,23.0,232,5,12,0,10,47,2,17
5,11,30.0,170,5,23,0,5,12,0,19
5,11,30.0,170,5,20,0,10,47,2,19
5,9,7.0,271,6,2,2,11,94,0,11
5,9,7.0,271,6,19,2,1,16,3,11
5,9,7.0,271,6,2,2,0,31,3,11
5,9,13.0,91,5,13,0,13,29,3,25
5,11,13.0,312,1,22,0,9,57,3,25
5,11,13.0,312,1,2,0,0,85,1,25
5,11,15.0,331,4,20,1,11,98,4,1
5,9,6.0,51,5,21,0,9,134,0,23
5,9,12.0,177,4,1,0,14,24,0,28
5,9,12.0,177,4,13,1,11,124,4,28
5,9,12.0,177,4,21,1,10,47,0,28
5,9,12.0,177,4,11,0,5,6,0,28
5,11,21.0,192,2,20,0,1,35,3,21
5,11,20.0,340,1,13,0,9,95,3,29
5,11,20.0,340,1,2,0,8,33,3,29
5,11,23.0,232,5,14,0,3,76,1,17
5,11,20.0,340,1,12,1,10,22,0,29
5,11,23.0,232,5,19,0,11,133,2,17
5,11,30.0,170,5,0,2,6,132,3,19
5,11,30.0,170,5,7,1,12,84,0,19
5,11,30.0,170,5,14,0,14,34,3,19
5,11,30.0,170,5,19,0,4,5,1,19
5,11,30.0,170,5,4,2,9,54,2,19
5,9,7.0,271,6,20,0,11,94,2,11
5,9,15.0,226,3,17,0,5,6,0,1
5,9,13.0,91,5,11,0,14,25,2,25
5,9,15.0,226,3,5,0,1,16,2,1
5,9,15.0,226,3,1,2,3,70,3,1
5,9,15.0,226,3,5,1,13,21,1,1
5,11,20.0,340,1,5,0,8,27,4,29
5,11,20.0,340,1,9,1,0,53,1,29
5,9,5.0,89,4,1,0,14,88,0,24
5,9,14.0,106,6,22,3,14,126,4,5
5,9,5.0,89,4,16,1,10,52,1,24
5,9,12.0,177,4,2,1,10,12,0,28
5,9,21.0,362,6,13,0,4,127,3,21
5,5,13.0,184,2,9,0,2,86,0,25
5,5,13.0,184,2,2,0,0,77,0,25
5,9,21.0,362,6,12,0,4,75,1,21
5,6,6.0,83,6,5,0,11,8,2,23
5,5,23.0,168,6,13,0,14,107,1,17
5,9,21.0,362,6,2,0,2,86,1,21
3,8,1.0,66,0,10,0,4,75,1,7
5,9,20.0,119,5,2,0,4,45,2,29
5,9,17.0,255,1,1,1,10,23,1,6
5,7,12.0,181,4,2,0,13,38,2,28
5,9,17.0,255,1,17,3,6,7,0,6
5,9,21.0,362,6,14,1,9,10,4,21
5,9,21.0,362,6,16,1,13,38,0,21
5,9,21.0,362,6,20,1,1,16,1,21
5,9,13.0,91,5,8,0,5,64,0,25
5,7,5.0,204,4,16,1,10,52,4,24
5,7,5.0,204,4,22,0,10,52,0,24
5,7,5.0,204,4,22,0,8,41,4,24
5,7,5.0,204,4,12,0,6,89,3,24
5,7,5.0,204,4,12,1,7,54,4,24
5,9,16.0,107,0,8,1,16,130,2,2
5,7,14.0,125,6,15,2,6,128,3,5
5,7,14.0,125,6,22,0,13,99,4,5
5,7,14.0,125,6,12,0,6,132,4,5
5,7,14.0,125,6,15,1,13,29,4,5
5,7,31.0,43,1,13,0,6,14,4,20
5,7,16.0,40,0,7,2,4,4,3,2
5,7,16.0,40,0,0,1,3,103,0,2
5,7,16.0,40,0,1,0,2,86,0,2
5,7,21.0,81,6,6,2,10,22,3,21
5,7,13.0,238,5,17,3,1,81,4,25
5,3,5.0,324,3,13,0,4,127,2,24
5,11,26.0,364,0,19,0,6,7,2,3
5,9,20.0,119,5,14,0,10,47,1,29
5,7,21.0,81,6,5,0,8,27,3,21
5,7,21.0,81,6,7,1,11,15,1,21
5,7,21.0,81,6,13,2,4,45,3,21
5,7,21.0,81,6,19,0,10,47,0,21
3,11,1.0,222,2,17,3,6,7,3,7
5,7,21.0,81,6,4,0,5,6,0,21
5,7,22.0,211,3,2,0,5,6,0,26
5,7,22.0,211,3,14,0,6,73,1,26
5,7,16.0,40,0,17,0,4,136,1,2
5,7,22.0,211,3,14,1,11,18,1,26
5,7,23.0,202,0,19,2,8,19,3,17
5,7,23.0,202,0,10,3,13,99,2,17
5,7,23.0,202,0,1,0,0,26,0,17
5,7,31.0,43,1,1,0,4,127,2,20
5,3,6.0,303,0,22,0,16,50,0,23
5,3,6.0,303,0,5,0,14,131,2,23
5,3,8.0,148,2,6,1,2,2,0,8
5,7,31.0,43,1,13,3,1,105,0,20
5,3,14.0,33,1,13,0,10,47,0,5
5,7,2.0,160,0,3,0,2,86,2,22
5,7,20.0,266,5,12,0,2,69,2,29
5,7,20.0,266,5,22,1,15,31,4,29
5,5,4.0,114,0,12,0,10,47,2,30
5,5,2.0,307,6,13,0,14,125,3,22
5,5,20.0,214,2,8,0,10,22,0,29
5,3,8.0,148,2,8,0,2,71,4,8
5,3,8.0,148,2,2,0,8,19,0,8
5,3,8.0,148,2,8,0,4,75,1,8
5,3,8.0,148,2,14,0,10,52,1,8
5,3,8.0,148,2,1,2,12,80,3,8
5,3,16.0,263,4,11,0,8,41,0,2
3,4,30.0,139,4,12,0,13,99,1,19
5,3,16.0,263,4,12,0,10,22,1,2
5,3,21.0,338,1,8,0,7,57,4,21
5,3,21.0,338,1,16,1,5,6,1,21
5,3,21.0,338,1,13,0,12,80,4,21
5,3,24.0,357,5,20,0,16,65,0,14
5,3,21.0,338,1,15,0,4,75,1,21
5,3,21.0,338,1,12,0,8,41,3,21
5,7,28.0,34,6,22,0,0,77,0,18
3,8,1.0,66,0,17,0,2,13,1,7
5,3,16.0,263,4,14,1,2,2,1,2
5,3,24.0,357,5,6,0,13,99,1,14
5,5,23.0,168,6,3,1,12,121,1,17
5,7,30.0,42,0,18,1,5,12,0,19
5,9,13.0,91,5,10,1,16,72,1,25
5,7,31.0,43,1,9,0,10,22,3,20
5,5,23.0,168,6,19,0,16,50,3,17
3,0,9.0,48,1,17,1,9,93,4,12
5,3,6.0,303,0,17,0,0,15,2,23
5,9,15.0,226,3,23,0,10,22,0,1
5,5,23.0,168,6,14,0,16,130,0,17
3,0,3.0,334,2,17,3,8,9,1,27
5,3,6.0,303,0,22,0,13,38,4,23
5,9,15.0,226,3,11,0,2,123,1,1
5,9,13.0,91,5,8,1,13,21,1,25
5,9,15.0,226,3,0,1,12,61,1,1
5,9,16.0,107,0,16,0,9,10,3,2
5,9,21.0,362,6,15,0,2,2,1,21
5,9,14.0,106,6,15,0,13,38,2,5
5,9,14.0,106,6,10,1,0,15,4,5
5,11,11.0,175,3,5,3,10,22,1,9
5,9,21.0,362,6,19,0,8,41,0,21
5,7,5.0,204,4,0,0,10,22,1,24
5,7,5.0,204,4,11,0,4,121,1,24
5,7,5.0,204,4,12,0,5,6,0,24
5,7,5.0,204,4,4,1,0,64,4,24
5,7,5.0,204,4,14,1,9,10,2,24
5,7,6.0,93,5,13,2,0,12,0,23
5,7,5.0,204,4,8,2,2,123,2,24
5,7,6.0,93,5,14,3,0,85,0,23
5,7,6.0,93,5,12,0,16,37,2,23
5,7,5.0,204,4,11,1,15,114,1,24
5,7,14.0,125,6,5,0,16,37,1,5
5,7,14.0,125,6,16,1,0,77,4,5
5,7,14.0,125,6,2,2,7,78,3,5
5,7,14.0,125,6,1,0,1,59,3,5
5,7,16.0,40,0,6,0,9,87,1,2
5,11,11.0,175,3,12,3,10,12,1,9
5,7,4.0,186,2,18,1,15,96,0,30
3,0,22.0,241,0,12,3,16,72,0,26
5,9,20.0,119,5,19,1,2,2,1,29
5,7,16.0,40,0,1,2,10,12,3,2
5,7,16.0,40,0,7,1,16,72,1,2
5,7,21.0,81,6,22,0,6,116,4,21
5,11,30.0,170,5,7,1,1,67,0,19
3,2,16.0,220,3,6,3,10,43,1,2
5,9,16.0,107,0,15,1,15,51,4,2
5,9,16.0,107,0,14,0,0,64,2,2
5,9,16.0,107,0,1,2,10,6,0,2
5,11,18.0,332,3,8,0,3,30,2,0
5,9,21.0,362,6,15,2,8,27,0,21
5,9,21.0,362,6,8,2,7,62,0,21
5,7,5.0,204,4,16,2,0,26,3,24
5,7,5.0,204,4,7,1,10,22,4,24
5,7,5.0,204,4,22,1,10,52,4,24
5,7,6.0,93,5,13,0,8,41,2,23
5,7,14.0,125,6,19,1,11,15,4,5
5,7,16.0,40,0,19,2,0,31,2,2
5,7,16.0,40,0,14,2,1,59,3,2
5,7,16.0,40,0,9,0,13,13,0,2
5,7,21.0,81,6,5,1,14,25,4,21
5,7,22.0,211,3,14,0,13,38,2,26
5,7,22.0,211,3,22,2,8,41,3,26
5,7,23.0,202,0,15,2,10,22,0,17
5,11,21.0,192,2,4,0,8,9,2,21
5,9,14.0,106,6,4,1,14,110,4,5
5,9,14.0,106,6,10,3,12,100,3,5
5,7,13.0,238,5,1,2,2,2,3,25
5,9,12.0,177,4,13,0,13,13,2,28
5,11,11.0,175,3,13,1,11,18,1,9
5,11,11.0,175,3,22,0,16,37,2,9
5,11,18.0,332,3,6,0,13,28,0,0
5,7,23.0,202,0,20,1,1,59,4,17
5,7,31.0,43,1,6,0,3,76,4,20
5,3,6.0,303,0,13,0,13,29,2,23
5,3,8.0,148,2,17,0,9,134,4,8
5,3,8.0,148,2,6,1,2,2,0,8
5,3,8.0,148,2,16,0,0,26,0,8
5,3,16.0,263,4,6,0,0,64,1,2
5,3,16.0,263,4,16,0,10,6,3,2
5,7,16.0,40,0,8,0,0,64,2,2
5,9,13.0,91,5,12,0,14,25,3,25
5,9,13.0,91,5,1,0,10,22,2,25
5,9,15.0,226,3,10,0,13,28,3,1
5,7,19.0,330,4,12,1,10,47,0,10
5,5,27.0,328,2,17,0,9,93,1,15
5,6,19.0,291,5,14,0,0,77,1,10
5,5,24.0,58,3,17,0,16,37,1,14
5,5,24.0,58,3,20,0,11,18,1,14
5,5,24.0,58,3,4,0,8,33,3,14
5,6,5.0,342,5,2,1,8,27,1,24
5,6,5.0,342,5,12,0,2,86,3,24
5,6,8.0,59,0,15,0,14,106,4,8
5,11,23.0,232,5,4,2,3,44,0,17
5,3,23.0,57,4,14,3,10,12,1,17
5,9,6.0,51,5,9,2,13,29,3,23
5,5,6.0,277,2,17,1,10,47,4,23
5,5,22.0,163,5,22,0,9,95,2,26
5,11,5.0,240,0,13,1,2,35,4,24
5,5,22.0,163,5,21,1,1,16,4,26
5,11,5.0,240,0,23,0,16,74,4,24
5,11,5.0,240,0,11,0,14,125,1,24
5,11,5.0,240,0,18,2,14,34,3,24
5,11,12.0,118,0,16,0,8,27,0,28
2,7,15.0,40,5,13,3,13,29,4,1
5,11,1.0,222,4,3,0,13,13,4,7
5,7,1.0,98,3,13,0,8,65,2,7
5,5,6.0,277,2,9,3,1,105,1,23
5,3,8.0,148,2,3,0,7,120,4,8
5,5,22.0,163,5,20,1,9,10,4,26
5,5,22.0,163,5,22,1,14,25,4,26
5,5,22.0,163,5,14,0,4,82,1,26
5,11,19.0,321,0,23,0,10,22,3,10
5,11,4.0,275,3,5,1,11,133,4,30
5,11,4.0,275,3,5,0,12,93,3,30
5,11,6.0,252,1,18,0,13,21,4,23
5,11,14.0,147,2,21,1,13,28,0,5
5,9,5.0,89,4,19,1,7,62,4,24
5,9,5.0,89,4,9,0,16,113,1,24
5,3,30.0,304,4,17,3,12,17,1,19
5,11,15.0,331,4,23,1,9,27,2,1
5,6,8.0,59,0,19,0,1,1,0,8
3,11,1.0,222,2,11,0,2,71,2,7
5,6,8.0,59,0,12,1,4,127,1,8
5,6,8.0,59,0,18,0,9,93,4,8
5,6,13.0,317,6,17,2,3,76,3,25
5,6,13.0,317,6,16,0,11,18,1,25
5,6,13.0,317,6,5,0,13,48,2,25
5,6,13.0,317,6,13,0,1,16,0,25
5,6,13.0,317,6,15,0,13,28,2,25
5,6,13.0,317,6,22,0,2,2,2,25
5,6,13.0,317,6,4,0,16,50,0,25
5,6,13.0,317,6,1,0,10,52,1,25
5,6,23.0,84,1,17,0,3,30,0,17
3,11,1.0,222,2,13,0,8,65,1,7
5,6,23.0,84,1,13,0,16,42,2,17
5,6,23.0,84,1,22,1,12,104,4,17
5,6,25.0,39,4,16,0,5,6,0,13
5,6,25.0,39,4,14,0,14,32,1,13
5,6,30.0,145,1,16,0,0,12,3,19
5,6,30.0,145,1,16,0,8,33,3,19
5,5,7.0,349,4,2,0,13,28,3,11
5,11,5.0,240,0,13,0,3,79,1,24
5,11,5.0,240,0,19,0,3,44,4,24
5,11,5.0,240,0,2,2,15,39,0,24
5,11,5.0,240,0,18,0,9,87,1,24
5,11,12.0,118,0,11,2,10,47,3,28
5,1,6.0,97,4,5,1,5,64,0,23
5,11,21.0,192,2,22,0,0,96,0,21
5,11,21.0,192,2,13,1,9,63,1,21
5,11,22.0,250,4,11,0,11,18,2,26
5,11,22.0,250,4,2,0,5,6,0,26
5,11,22.0,250,4,8,0,2,3,3,26
5,11,29.0,270,4,20,1,4,4,0,16
5,3,24.0,357,5,19,0,10,23,1,14
5,3,24.0,357,5,10,1,14,126,1,14
5,3,21.0,338,1,8,3,0,85,3,21
5,5,7.0,349,4,8,0,14,32,1,11
5,5,7.0,349,4,4,0,10,47,0,11
5,5,13.0,184,2,16,1,3,70,0,25
5,5,13.0,184,2,7,0,2,69,4,25
5,5,13.0,184,2,5,0,11,18,1,25
5,3,16.0,263,4,16,0,16,37,1,2
5,3,16.0,263,4,19,0,1,35,0,2
5,5,13.0,184,2,22,0,15,96,0,25
5,3,21.0,338,1,21,1,5,64,0,21
5,5,13.0,184,2,7,1,5,64,0,25
5,3,21.0,338,1,13,0,2,86,4,21
5,5,23.0,168,6,11,0,8,9,3,17
5,3,24.0,357,5,15,2,9,10,3,14
5,5,23.0,168,6,13,0,3,30,1,17
5,5,23.0,168,6,14,0,3,115,3,17
5,11,1.0,222,4,11,0,14,24,2,7
5,5,23.0,168,6,1,1,15,114,4,17
5,5,23.0,168,6,1,0,4,79,1,17
5,5,24.0,58,3,7,0,5,6,3,14
5,5,24.0,58,3,16,0,2,92,1,14
5,5,24.0,58,3,0,1,10,12,0,14
5,5,24.0,58,3,15,0,13,28,4,14
5,5,24.0,58,3,8,0,8,27,2,14
5,5,24.0,58,3,3,0,13,69,3,14
5,3,21.0,338,1,17,0,2,35,4,21
5,3,21.0,338,1,16,0,5,6,0,21
5,3,24.0,357,5,0,1,11,124,0,14
5,3,24.0,357,5,23,0,2,86,1,14
5,3,24.0,357,5,15,0,12,84,1,14
5,3,24.0,357,5,8,0,13,99,3,14
5,5,7.0,349,4,23,1,12,104,0,11
5,5,13.0,184,2,16,0,0,12,3,25
5,5,13.0,184,2,1,2,0,31,3,25
5,5,23.0,168,6,1,0,8,9,3,17
5,5,24.0,58,3,7,0,1,105,3,14
5,5,24.0,58,3,23,0,8,9,1,14
5,6,5.0,342,5,21,1,5,64,0,24
5,6,8.0,59,0,17,0,4,79,2,8
5,6,8.0,59,0,14,0,14,24,3,8
5,6,13.0,317,6,0,0,9,102,3,25
5,3,7.0,289,1,19,1,2,71,4,11
5,3,7.0,289,1,9,3,0,68,3,11
5,6,13.0,317,6,7,1,0,77,0,25
5,6,13.0,317,6,12,1,5,6,2,25
5,6,13.0,317,6,13,0,14,24,2,25
5,6,23.0,84,1,3,0,11,133,0,17
5,6,23.0,84,1,21,2,10,6,3,17
5,5,24.0,58,3,7,0,9,54,1,14
5,5,24.0,58,3,13,2,12,61,3,14
5,5,24.0,58,3,21,1,10,22,0,14
5,5,23.0,168,6,4,1,11,15,4,17
5,5,24.0,58,3,18,0,0,31,2,14
5,6,5.0,342,5,5,0,9,87,2,24
5,6,5.0,342,5,13,0,6,132,3,24
5,6,5.0,342,5,13,0,10,23,2,24
5,6,8.0,59,0,0,1,9,83,4,8
5,6,8.0,59,0,11,0,10,47,3,8
5,6,8.0,59,0,21,1,5,12,0,8
5,6,8.0,59,0,12,0,5,6,3,8
5,6,8.0,59,0,19,0,1,16,4,8
5,6,8.0,59,0,4,0,11,133,0,8
5,9,18.0,359,2,7,0,12,61,1,0
5,7,8.0,94,3,13,0,0,12,1,8
5,7,1.0,98,3,17,0,0,85,1,7
